"","source","intervention","date","domestic","group"
"446","India - West","pre",1998-01-16,"Domestic","Indian Americans"
"447","India - West","pre",2000-02-04,"Domestic","Indian Americans"
"448","India - West","pre",1997-10-31,"Domestic","Indian Americans"
"449","India - West","pre",1997-09-19,"Domestic","Indian Americans"
"450","India - West","pre",2001-08-24,"Domestic","Indian Americans"
"451","India - West","pre",2000-02-18,"Domestic","Indian Americans"
"452","India - West","pre",1997-09-26,"Domestic","Indian Americans"
"453","India - West","pre",1998-10-30,"International","Indian Americans"
"454","India - West","pre",2001-08-24,"International","Indian Americans"
"455","India - West","pre",1998-10-09,"Domestic","Indian Americans"
"456","India - West","pre",1997-12-19,"Domestic","Indian Americans"
"457","India - West","pre",2000-05-05,"International","Indian Americans"
"458","India - West","pre",2001-01-12,"Domestic","Indian Americans"
"459","India - West","pre",1998-05-15,"International","Indian Americans"
"460","India - West","pre",2001-08-10,"Domestic","Indian Americans"
"461","India - West","pre",1999-08-06,"Domestic","Indian Americans"
"462","India - West","pre",2001-05-18,"Domestic","Indian Americans"
"463","India - West","pre",1999-07-30,"Domestic","Indian Americans"
"464","India - West","pre",2000-07-28,"International","Indian Americans"
"465","India - West","pre",1999-10-15,"International","Indian Americans"
"466","India - West","pre",1996-12-06,"International","Indian Americans"
"467","India - West","pre",2000-06-30,"International","Indian Americans"
"468","India - West","pre",1999-08-06,"Domestic","Indian Americans"
"469","India - West","pre",1997-01-10,"International","Indian Americans"
"470","India - West","pre",1999-11-02,"Domestic","Indian Americans"
"471","India - West","pre",1997-05-02,"Domestic","Indian Americans"
"472","India - West","pre",2000-03-10,"Domestic","Indian Americans"
"473","India - West","pre",1999-05-07,"Domestic","Indian Americans"
"474","India - West","pre",1999-10-01,"Domestic","Indian Americans"
"475","India - West","pre",2000-07-28,"Domestic","Indian Americans"
"476","India - West","pre",1999-12-31,"International","Indian Americans"
"477","India - West","pre",1997-05-23,"Domestic","Indian Americans"
"478","India - West","pre",2001-03-16,"Domestic","Indian Americans"
"479","India - West","pre",1997-01-03,"International","Indian Americans"
"480","India - West","pre",2000-04-28,"Domestic","Indian Americans"
"481","The Arab American News","post",2006-03-25,"Domestic","Arab Americans"
"482","The Arab American News","post",2004-02-20,"Domestic","Arab Americans"
"483","The Arab American News","post",2005-03-05,"Domestic","Arab Americans"
"484","The Arab American News","post",2004-01-02,"Domestic","Arab Americans"
"485","The Arab American News","post",2006-06-10,"Domestic","Arab Americans"
"486","The Arab American News","post",2003-03-07,"International","Arab Americans"
"487","The Arab American News","post",2005-07-02,"Domestic","Arab Americans"
"488","The Arab American News","post",2004-09-25,"Domestic","Arab Americans"
"489","The Arab American News","post",2002-10-11,"Domestic","Arab Americans"
"490","The Arab American News","post",2002-09-06,"International","Arab Americans"
"491","The Arab American News","post",2002-07-05,"Domestic","Arab Americans"
"492","The Arab American News","post",2004-12-18,"Domestic","Arab Americans"
"493","The Arab American News","post",2006-02-18,"Domestic","Arab Americans"
"494","The Arab American News","post",2002-08-16,"Domestic","Arab Americans"
"495","The Arab American News","post",2006-07-08,"Domestic","Arab Americans"
"496","The Arab American News","post",2006-08-05,"International","Arab Americans"
"497","The Arab American News","post",2004-11-20,"International","Arab Americans"
"498","The Arab American News","post",2005-08-06,"Domestic","Arab Americans"
"499","The Arab American News","post",2005-11-26,"Domestic","Arab Americans"
"500","The Arab American News","post",2002-05-24,"Domestic","Arab Americans"
"501","The Arab American News","post",2004-12-04,"Domestic","Arab Americans"
"502","The Arab American News","post",2002-12-27,"Domestic","Arab Americans"
"503","The Arab American News","post",2005-09-17,"Domestic","Arab Americans"
"504","The Arab American News","post",2003-04-18,"Domestic","Arab Americans"
"505","The Arab American News","post",2002-12-27,"Domestic","Arab Americans"
"506","The Arab American News","post",2002-09-20,"Domestic","Arab Americans"
"507","The Arab American News","post",2004-10-23,"Domestic","Arab Americans"
"508","The Arab American News","post",2004-11-06,"Domestic","Arab Americans"
"509","The Arab American News","post",2003-01-03,"Domestic","Arab Americans"
"510","The Arab American News","post",2005-04-30,"International","Arab Americans"
"511","The Arab American News","post",2003-08-29,"Domestic","Arab Americans"
"512","The Arab American News","post",2004-05-28,"International","Arab Americans"
"513","The Arab American News","post",2002-03-22,"Domestic","Arab Americans"
"514","The Arab American News","post",2006-02-18,"International","Arab Americans"
"515","The Arab American News","post",2006-07-22,"Domestic","Arab Americans"
"516","The Arab American News","post",2006-02-11,"Domestic","Arab Americans"
"517","The Arab American News","post",2004-09-25,"Domestic","Arab Americans"
"518","The Arab American News","post",2004-07-10,"International","Arab Americans"
"519","The Arab American News","post",2002-04-12,"Domestic","Arab Americans"
"520","The Arab American News","post",2005-07-23,"Domestic","Arab Americans"
"521","The Arab American News","post",2006-07-29,"Domestic","Arab Americans"
"522","The Arab American News","post",2003-10-31,"Domestic","Arab Americans"
"523","The Arab American News","post",2003-03-28,"International","Arab Americans"
"524","The Arab American News","post",2002-09-27,"International","Arab Americans"
"525","The Arab American News","post",2004-02-13,"Domestic","Arab Americans"
"526","The Arab American News","post",2002-12-20,"Domestic","Arab Americans"
"527","The Arab American News","post",2006-08-19,"Domestic","Arab Americans"
"528","The Arab American News","post",2006-08-26,"Domestic","Arab Americans"
"529","The Arab American News","post",2004-08-21,"Domestic","Arab Americans"
"530","The Arab American News","post",2005-07-30,"Domestic","Arab Americans"
"531","The Arab American News","post",2002-09-20,"Domestic","Arab Americans"
"532","The Arab American News","post",2002-04-05,"Domestic","Arab Americans"
"533","The Arab American News","post",2004-11-27,"International","Arab Americans"
"534","The Arab American News","post",2005-02-05,"Domestic","Arab Americans"
"535","The Arab American News","post",2006-03-25,"Domestic","Arab Americans"
"536","The Arab American News","post",2004-06-12,"Domestic","Arab Americans"
"537","The Arab American News","post",2003-03-28,"Domestic","Arab Americans"
"538","The Arab American News","post",2004-02-06,"Domestic","Arab Americans"
"539","The Arab American News","post",2005-04-30,"International","Arab Americans"
"540","The Arab American News","post",2004-05-15,"Domestic","Arab Americans"
"541","The Arab American News","post",2006-03-25,"Domestic","Arab Americans"
"542","The Arab American News","post",2006-08-05,"Domestic","Arab Americans"
"543","The Arab American News","post",2004-03-12,"International","Arab Americans"
"544","The Arab American News","post",2005-05-14,"Domestic","Arab Americans"
"545","The Arab American News","post",2004-04-09,"International","Arab Americans"
"546","The Arab American News","post",2006-03-25,"International","Arab Americans"
"547","The Arab American News","post",2005-06-25,"Domestic","Arab Americans"
"548","The Arab American News","post",2004-12-04,"International","Arab Americans"
"549","The Arab American News","post",2002-11-29,"International","Arab Americans"
"550","The Arab American News","post",2004-07-31,"International","Arab Americans"
"551","The Arab American News","post",2003-08-08,"Domestic","Arab Americans"
"552","The Arab American News","post",2005-04-02,"Domestic","Arab Americans"
"553","The Arab American News","post",2005-10-15,"International","Arab Americans"
"554","The Arab American News","post",2005-06-18,"Domestic","Arab Americans"
"555","The Arab American News","post",2001-11-23,"Domestic","Arab Americans"
"556","The Arab American News","post",2006-07-01,"Domestic","Arab Americans"
"557","The Arab American News","post",2006-02-18,"Domestic","Arab Americans"
"558","The Arab American News","post",2002-01-18,"Domestic","Arab Americans"
"559","The Arab American News","post",2006-06-10,"Domestic","Arab Americans"
"560","The Arab American News","post",2004-10-16,"Domestic","Arab Americans"
"561","The Arab American News","post",2005-11-19,"International","Arab Americans"
"562","The Arab American News","post",2006-06-10,"Domestic","Arab Americans"
"563","The Arab American News","post",2002-05-31,"Domestic","Arab Americans"
"564","The Arab American News","post",2005-08-27,"Domestic","Arab Americans"
"565","The Arab American News","post",2006-09-02,"International","Arab Americans"
"566","The Arab American News","post",2003-04-18,"Domestic","Arab Americans"
"567","The Arab American News","post",2003-02-28,"Domestic","Arab Americans"
"568","The Arab American News","post",2006-08-12,"Domestic","Arab Americans"
"569","The Arab American News","post",2002-05-31,"Domestic","Arab Americans"
"570","The Arab American News","post",2005-05-07,"Domestic","Arab Americans"
"571","The Arab American News","post",2002-12-13,"Domestic","Arab Americans"
"572","The Arab American News","post",2003-08-22,"Domestic","Arab Americans"
"573","The Arab American News","post",2002-08-02,"International","Arab Americans"
"574","The Arab American News","post",2005-10-29,"International","Arab Americans"
"575","The Arab American News","post",2002-01-18,"Domestic","Arab Americans"
"576","The Arab American News","post",2003-10-03,"Domestic","Arab Americans"
"577","The Arab American News","post",2004-10-30,"Domestic","Arab Americans"
"578","The Arab American News","post",2002-11-29,"Domestic","Arab Americans"
"579","The Arab American News","post",2005-01-29,"Domestic","Arab Americans"
"580","The Arab American News","post",2002-05-24,"Domestic","Arab Americans"
"581","The Arab American News","post",2003-05-16,"Domestic","Arab Americans"
"582","The Arab American News","post",2004-02-20,"Domestic","Arab Americans"
"583","The Arab American News","post",2002-03-08,"International","Arab Americans"
"584","The Arab American News","post",2005-09-17,"Domestic","Arab Americans"
"585","The Arab American News","post",2002-10-04,"International","Arab Americans"
"586","The Arab American News","post",2003-07-25,"Domestic","Arab Americans"
"587","The Arab American News","post",2001-11-02,"International","Arab Americans"
"588","The Arab American News","post",2005-07-30,"Domestic","Arab Americans"
"589","The Arab American News","post",2003-10-10,"Domestic","Arab Americans"
"590","The Arab American News","post",2005-08-27,"International","Arab Americans"
"591","The Arab American News","post",2006-01-14,"International","Arab Americans"
"592","The Arab American News","post",2003-06-27,"Domestic","Arab Americans"
"593","The Arab American News","post",2002-03-08,"Domestic","Arab Americans"
"594","The Arab American News","post",2004-12-04,"Domestic","Arab Americans"
"595","The Arab American News","post",2001-10-26,"Domestic","Arab Americans"
"596","The Arab American News","post",2002-08-30,"International","Arab Americans"
"597","The Arab American News","post",2003-06-27,"International","Arab Americans"
"598","The Arab American News","post",2005-11-05,"International","Arab Americans"
"599","The Arab American News","post",2006-09-09,"Domestic","Arab Americans"
"600","The Arab American News","post",2004-04-23,"Domestic","Arab Americans"
"601","News India - Times","post",2004-05-28,"International","Indian Americans"
